135,0,0,0
207,0,0,0
170,0,0,0
148,0,0,0
107,0,0,0
406,0,0,0
256,0,0,0
224,0,0,0
83,0,0,0
120,0,0,0
281,0,0,0
58,0,0,0
311,0,0,0
342,900,1414,-514
215,0,0,0
34,0,0,0
118,0,0,0
154,0,0,0
617,5100,2342,2758
179,0,0,0
1763,0,0,0
243,0,0,0
248,0,0,0
68,0,0,0
42,0,0,0
165,0,0,0
417,2700,2929,-229
682,6200,2372,3828
359,1800,1980,-180
98,0,0,0
382,1800,2330,-530
658,6000,2311,3689
288,0,2137,-2137
433,2900,2291,609
484,3800,3339,461
521,4000,4395,-395
590,4900,2656,2244
456,2900,2628,272
4186,0,0,0
560,4900,1785,3115
542,4000,3538,462
4643,0,0,0
509,3800,2610,1190
770,8200,4256,3944
878,10400,4635,5765
445,2900,4191,-1291
370,1800,4218,-2418
818,9300,3733,5567
804,9100,3476,5624
356,900,3813,-2913
312,0,3700,-3700
336,900,3821,-2921
401,1800,4053,-2253
556,4000,4438,-438
585,4900,4687,213
510,4000,4236,-236
840,9300,4629,4671
625,5100,5291,-191
630,6000,4386,1614
826,9300,6225,3075
898,10400,5944,4456
471,2900,4244,-1344
726,7100,5812,1288
680,6000,5942,58
733,7300,5930,1370
868,10200,5277,4923
971,12400,6512,5888
1007,12600,6141,6459
959,11500,6143,5357
779,8200,6006,2194
697,6200,6768,-568
988,12400,5936,6464
7958,0,0,0
8214,0,0,0
942,11500,6141,5359
1291,16800,6397,10403
1114,14600,7144,7456
668,6000,6564,-564
833,9300,7655,1645
1052,13500,6133,7367
927,11300,8834,2466
736,7300,7175,125
1091,13700,7811,5889
1246,16800,8182,8618
784,8200,7429,771
1062,13500,7788,5712
903,10400,7291,3109
853,9300,8021,1279
727,7100,7221,-121
1187,14800,7306,7494
8495,0,0,0
1318,17700,8103,9597
760,8200,7448,752
1177,14600,8099,6501
1208,15700,7646,8054
723,7100,7008,92
913,11300,8045,3255
702,6200,7025,-825
1376,18800,8146,10654
1521,20800,8621,12179
1395,18800,8228,10572
1498,20800,8606,12194
1514,20800,8662,12138
1423,19700,8306,11394
1484,20800,8300,12500
1558,21900,8784,13116
1030,12600,10095,2505
928,11500,9907,1593
1538,21900,8866,13034
4718,23500,7779,15721
1194,14800,10404,4396
1732,25900,10330,15570
1762,25900,10328,15572
1228,15900,11198,4702
1591,22800,9880,12920
1146,14600,10098,4502
8523,19800,4133,15667
1225,15700,10606,5094
876,10400,9544,856
1699,24800,10305,14495
1144,14600,10984,3616
966,11500,10250,1250
1343,17700,10885,6815
4757,23500,7741,15759
1443,19700,11624,8076
1608,23000,10278,12722
1044,12600,10781,1819
1537,21900,11820,10080
1114,13700,10942,2758
4741,23500,8126,15374
997,12600,10573,2027
1072,13700,10747,2953
1200,14800,12409,2391
15249,0,0,0
1639,23900,12511,11389
1653,23900,12804,11096
1823,26800,13154,13646
8881,19800,6698,13102
1456,19900,14637,5263
1341,17700,13893,3807
1246,15900,13809,2091
1724,25000,12993,12007
12135,15900,3716,12184
8220,19800,7017,12783
1778,25900,13107,12793
1265,16800,13838,2962
1303,16800,13353,3447
2427,25900,14106,11794
1374,17900,14466,3434
17896,0,0,0
1420,18800,14912,3888
1375,18800,14493,4307
17799,0,0,0
1473,19900,15265,4635
16740,0,0,0
1524,21000,16357,4643
17882,0,0,0
1549,21900,16646,5254
1516,20800,16274,4526
1572,21900,15945,5955
1635,23900,16423,7477
4194,24400,13237,11163
20510,0,0,0
1591,22800,17059,5741
20523,0,0,0
1612,23000,17489,5511
5290,23500,13790,9710
1693,24800,18401,6399
8534,19800,13212,6588
1770,25900,18829,7071
1729,25000,18770,6230
22391,0,0,0
22396,0,0,0
4646,23500,17075,6425
1791,25900,19739,6161
22419,0,0,0
8887,19800,12964,6836
1670,23900,18364,5536
23305,0,0,0
4747,23500,17632,5868
24219,0,0,0
16744,11700,6559,5141
23344,0,0,0
23332,0,0,0
7968,20700,15490,5210
12060,16100,11705,4395
4784,23700,18099,5601
12152,15900,12058,3842
5001,23500,18192,5308
8223,20000,15899,4101
20537,8100,5977,2123
,,,
Max,26800,19739,15759
Average,10918.32461,6917.324607,4001
,,,
Waiting List total: 2,,,
Free meals given out to waiting customers: 64,,,
Total Arrival Amounts:,,,
Small Count: 1431 Large Count: 980 Group Total Count :2411,,,
,,,
Seated Totals:,,,
Small Count: 115 LargeCount: 90 Total: 205,,,
,,,
The number of customers seated total: 794,,,
,,,
# still eating after 2am... 14,,,
